district,name,mcd,pop
8,"Stauber, Pete",Henriette City,57
8,"Stauber, Pete",Hermantown City,10221
8,"Stauber, Pete",Hibbing City,16214
8,"Stauber, Pete",Hill City City,613
8,"Stauber, Pete",Hill Lake Township,435
8,"Stauber, Pete",Hillman Township,422
8,"Stauber, Pete",Hinckley City,1904
8,"Stauber, Pete",Hinckley Township,744
8,"Stauber, Pete",Hines Township,612
8,"Stauber, Pete",Hiram Township,353
8,"Stauber, Pete",Holst Township,335
8,"Stauber, Pete",Holyoke Township,209
8,"Stauber, Pete",Home Brook Township,263
8,"Stauber, Pete",Hornet Township,209
8,"Stauber, Pete",Hoyt Lakes City,2020
8,"Stauber, Pete",Hugo City,15766
8,"Stauber, Pete",Ideal Township,1210
8,"Stauber, Pete",Idun Township,222
8,"Stauber, Pete",Industrial Township,812
8,"Stauber, Pete",Inguadona Township,182
8,"Stauber, Pete",International Falls City,5802
8,"Stauber, Pete",Irondale Township,1262
8,"Stauber, Pete",Iron Junction City,110
8,"Stauber, Pete",Ironton City,576
8,"Stauber, Pete",Isanti City,6804
8,"Stauber, Pete",Isanti Township,2243
8,"Stauber, Pete",Island Lake Township,300
8,"Stauber, Pete",Isle City,803
8,"Stauber, Pete",Isle Harbor Township,557
8,"Stauber, Pete",Itasca Township,129
8,"Stauber, Pete",Janette Lake Unorganized,294
8,"Stauber, Pete",Jenkins City,490
8,"Stauber, Pete",Jenkins Township,397
8,"Stauber, Pete",Jevne Township,334
8,"Stauber, Pete",Jewett Unorganized,45
8,"Stauber, Pete",Jones Township,271
8,"Stauber, Pete",Kabetogama Township,140
8,"Stauber, Pete",Kalevala Township,304
8,"Stauber, Pete",Kanabec Township,828
8,"Stauber, Pete",Kathio Township,1507
8,"Stauber, Pete",Keewatin City,984
8,"Stauber, Pete",Kego Township,607
8,"Stauber, Pete",Kelliher City,258
8,"Stauber, Pete",Kelliher Township,126
8,"Stauber, Pete",Kelsey Township,152
8,"Stauber, Pete",Kerrick City,71
8,"Stauber, Pete",Kerrick Township,330
8,"Stauber, Pete",Kettle River City,166
8,"Stauber, Pete",Kettle River Township,479
8,"Stauber, Pete",Kimberly Township,188
8,"Stauber, Pete",Kinghurst Township,116
8,"Stauber, Pete",Kinney City,152
8,"Stauber, Pete",Knife Lake Township,1212
8,"Stauber, Pete",Kroschel Township,187
8,"Stauber, Pete",Kugler Township,145
8,"Stauber, Pete",La Garde Township,158
8,"Stauber, Pete",Lake Alice Township,114
8,"Stauber, Pete",Lake Edward Township,2108
8,"Stauber, Pete",Lake Emma Township,965
8,"Stauber, Pete",Lake George Township,389
8,"Stauber, Pete",Lake Grove Township,171
8,"Stauber, Pete",Lake Hattie Township,180
8,"Stauber, Pete",Lake Jessie Township,248
8,"Stauber, Pete",Lake Number 1 Unorganized,142
8,"Stauber, Pete",Lake Number 2 Unorganized,2207
8,"Stauber, Pete",Lakeport Township,840
8,"Stauber, Pete",Lake Shore City,1056
8,"Stauber, Pete",Lakeside Township,504
8,"Stauber, Pete",Lake Superior Unorganized,0
8,"Stauber, Pete",Lake Superior Unorganized,0
8,"Stauber, Pete",Lake Superior Unorganized,0
8,"Stauber, Pete",Lake Vermilion Unorganized,9
8,"Stauber, Pete",Lakeview Township,207
8,"Stauber, Pete",Lakewood Township,2276
8,"Stauber, Pete",Lammers Township,602
8,"Stauber, Pete",Langor Township,208
8,"Stauber, Pete",Laporte City,134
8,"Stauber, Pete",La Prairie City,653
8,"Stauber, Pete",La Prairie Township,398
8,"Stauber, Pete",Lavell Township,285
8,"Stauber, Pete",Lawrence Township,488
8,"Stauber, Pete",Leech Lake Township,437
8,"Stauber, Pete",Lee Township,38
8,"Stauber, Pete",Lee Township,41
8,"Stauber, Pete",Leiding Township,399
8,"Stauber, Pete",Lent Township,2962
8,"Stauber, Pete",Leonard City,48
8,"Stauber, Pete",Leonidas City,50
8,"Stauber, Pete",Leon Township,392
8,"Stauber, Pete",Lewis Township,47
8,"Stauber, Pete",Libby Township,43
8,"Stauber, Pete",Liberty Township,746
8,"Stauber, Pete",Lima Township,91
8,"Stauber, Pete",Linden Grove Township,113
8,"Stauber, Pete",Lindstrom City,4888
8,"Stauber, Pete",Little Elbow Township,318
8,"Stauber, Pete",Littlefork City,553
8,"Stauber, Pete",Little Pine Township,87
8,"Stauber, Pete",Little Sand Lake Unorganized,344
8,"Stauber, Pete",Logan Township,185
8,"Stauber, Pete",Lone Pine Township,415
8,"Stauber, Pete",Long Lake Township,1111
8,"Stauber, Pete",Long Lost Lake Township,54
8,"Stauber, Pete",Longville City,153
8,"Stauber, Pete",Loon Lake Township,626
8,"Stauber, Pete",Lower Red Lake Unorganized,5437
8,"Stauber, Pete",Lutsen Township,537
8,"Stauber, Pete",Macville Township,170
8,"Stauber, Pete",Mahnomen City,1232
8,"Stauber, Pete",Mahtowa Township,553
8,"Stauber, Pete",Malmo Township,353
8,"Stauber, Pete",Manhattan Beach City,61
8,"Stauber, Pete",Maple Grove Township,477
8,"Stauber, Pete",Maple Grove Township,713
8,"Stauber, Pete",Maple Ridge Township,113
8,"Stauber, Pete",Maple Ridge Township,715
8,"Stauber, Pete",Maple Township,407
8,"Stauber, Pete",Marble City,610
8,"Stauber, Pete",Marcell Township,474
8,"Stauber, Pete",Marine on Saint Croix City,664
8,"Stauber, Pete",Marsh Creek Township,141
8,"Stauber, Pete",Max Township,127
8,"Stauber, Pete",May Township,842
8,"Stauber, Pete",May Township,2670
8,"Stauber, Pete",McCormack Unorganized,208
8,"Stauber, Pete",McDavitt Township,434
8,"Stauber, Pete",McGrath City,41
8,"Stauber, Pete",McGregor City,384
8,"Stauber, Pete",McGregor Township,96
8,"Stauber, Pete",McKinley City,103
8,"Stauber, Pete",McKinley Township,140
8,"Stauber, Pete",Meadow Brook Township,230
8,"Stauber, Pete",Meadowlands City,134
8,"Stauber, Pete",Meadowlands Township,306
8,"Stauber, Pete",Midway Township,1431
8,"Stauber, Pete",Milaca City,3021
8,"Stauber, Pete",Milaca Township,1640
8,"Stauber, Pete",Millward Township,60
8,"Stauber, Pete",Milo Township,1512
8,"Stauber, Pete",Minerva Township,233
8,"Stauber, Pete",Minnie Township,22
8,"Stauber, Pete",Mission Creek Township,539
8,"Stauber, Pete",Mission Township,796
8,"Stauber, Pete",Mizpah City,58
8,"Stauber, Pete",Moose Creek Township,256
8,"Stauber, Pete",Moose Lake City,2789
8,"Stauber, Pete",Moose Lake Township,268
8,"Stauber, Pete",Moose Lake Township,1006
8,"Stauber, Pete",Moose Lake Township,134
8,"Stauber, Pete",Moose Park Township,69
8,"Stauber, Pete",Mora City,3665
8,"Stauber, Pete",Morcom Township,75
8,"Stauber, Pete",Morrison Township,180
8,"Stauber, Pete",Morse Township,555
8,"Stauber, Pete",Morse Township,1189
8,"Stauber, Pete",Motley City,13
8,"Stauber, Pete",Mountain Iron City,2878
8,"Stauber, Pete",Mudgett Township,89
8,"Stauber, Pete",Munch Township,368
8,"Stauber, Pete",Nashwauk City,964
8,"Stauber, Pete",Nashwauk Township,693
8,"Stauber, Pete",Nebish Township,279
8,"Stauber, Pete",Nessel Township,1907
8,"Stauber, Pete",Ness Township,68
8,"Stauber, Pete",Nett Lake Unorganized,120
8,"Stauber, Pete",Nett Lake Unorganized,264
8,"Stauber, Pete",New Dosey Township,86
8,"Stauber, Pete",New Independence Township,347
8,"Stauber, Pete",Nickerson Township,162
8,"Stauber, Pete",Nisswa City,1967
8,"Stauber, Pete",Nokay Lake Township,898
8,"Stauber, Pete",Nora Township,429
8,"Stauber, Pete",Nordland Township,983
8,"Stauber, Pete",Nore Township,66
8,"Stauber, Pete",Normanna Township,769
8,"Stauber, Pete",Norman Township,298
8,"Stauber, Pete",North Beltrami Unorganized,32
8,"Stauber, Pete",North Branch City,10787
8,"Stauber, Pete",North Branch Township,1718
8,"Stauber, Pete",North Carlton Unorganized,976
8,"Stauber, Pete",North Cass Unorganized,329
8,"Stauber, Pete",North Clearwater Unorganized,70
8,"Stauber, Pete",Northeast Aitkin Unorganized,8
8,"Stauber, Pete",Northeast Saint Louis Unorganized,296
8,"Stauber, Pete",Northern Township,3745
8,"Stauber, Pete",North Itasca Unorganized,1506
8,"Stauber, Pete",Northland Township,155
8,"Stauber, Pete",Northome City,155
8,"Stauber, Pete",Northome Unorganized,482
8,"Stauber, Pete",North Star Township,206
8,"Stauber, Pete",Northwest Aitkin Unorganized,355
8,"Stauber, Pete",Northwest Angle Unorganized,149
8,"Stauber, Pete",Northwest Koochiching Unorganized,626
8,"Stauber, Pete",Northwest Saint Louis Unorganized,271
8,"Stauber, Pete",Oakland Township,226
8,"Stauber, Pete",Oak Lawn Township,1715
8,"Stauber, Pete",O'Brien Township,47
8,"Stauber, Pete",Ogema City,204
8,"Stauber, Pete",Ogema Township,351
8,"Stauber, Pete",Ogilvie City,414
8,"Stauber, Pete",Onamia City,784
8,"Stauber, Pete",Onamia Township,580
8,"Stauber, Pete",Orr City,211
8,"Stauber, Pete",Oteneagen Township,313
8,"Stauber, Pete",Otter Tail Peninsula Township,82
8,"Stauber, Pete",Owens Township,253
8,"Stauber, Pete",Oxford Township,989
8,"Stauber, Pete",Page Township,783
8,"Stauber, Pete",Palisade City,162
8,"Stauber, Pete",Park Township,20
8,"Stauber, Pete",Partridge Township,554
8,"Stauber, Pete",Peace Township,956
8,"Stauber, Pete",Pease City,238
8,"Stauber, Pete",Pelican Township,501
8,"Stauber, Pete",Pembina Township,629
8,"Stauber, Pete",Pequaywan Township,139
8,"Stauber, Pete",Pequot Lakes City,2395
8,"Stauber, Pete",Perch Lake Township,977
8,"Stauber, Pete",Perry Lake Township,286
8,"Stauber, Pete",Pike Bay Township,1713
8,"Stauber, Pete",Pike Township,386
8,"Stauber, Pete",Pillager City,507
8,"Stauber, Pete",Pine City City,3130
8,"Stauber, Pete",Pine City Township,1381
8,"Stauber, Pete",Pine Lake Township,193
8,"Stauber, Pete",Pine Lake Township,447
8,"Stauber, Pete",Pine Lake Township,580
8,"Stauber, Pete",Pine Point Township,329
8,"Stauber, Pete",Pine River City,911
8,"Stauber, Pete",Pine River Township,1186
8,"Stauber, Pete",Platte Lake Township,419
8,"Stauber, Pete",Pliny Township,116
8,"Stauber, Pete",Pokegama Township,2825
8,"Stauber, Pete",Pomroy Township,33
8,"Stauber, Pete",Pomroy Township,376
8,"Stauber, Pete",Ponto Lake Township,589
8,"Stauber, Pete",Poplar Township,179
8,"Stauber, Pete",Popple Grove Township,138
8,"Stauber, Pete",Popple Township,535
8,"Stauber, Pete",Portage Township,164
8,"Stauber, Pete",Port Hope Township,745
8,"Stauber, Pete",Potshot Lake Unorganized,65
8,"Stauber, Pete",Powers Township,811
8,"Stauber, Pete",Prairie Lake Township,45
8,"Stauber, Pete",Princeton City,4766
8,"Stauber, Pete",Princeton Township,2228
8,"Stauber, Pete",Proctor City,3120
8,"Stauber, Pete",Quamba City,107
8,"Stauber, Pete",Quiring Township,81
8,"Stauber, Pete",Rabbit Lake Township,327
8,"Stauber, Pete",Rainy Lake Unorganized,2803
8,"Stauber, Pete",Rainy River Unorganized,2405
8,"Stauber, Pete",Ranier City,569
8,"Stauber, Pete",Remer City,391
8,"Stauber, Pete",Remer Township,193
8,"Stauber, Pete",Rice Lake City,4112
8,"Stauber, Pete",Rice River Township,120
8,"Stauber, Pete",Rice Township,162
8,"Stauber, Pete",Riceville Township,118
8,"Stauber, Pete",Riverton City,118
8,"Stauber, Pete",Rock Creek City,1682
8,"Stauber, Pete",Rockwood Township,390
8,"Stauber, Pete",Rogers Township,84
8,"Stauber, Pete",Roosevelt City,1
8,"Stauber, Pete",Roosevelt Township,225
8,"Stauber, Pete",Roosevelt Township,582
8,"Stauber, Pete",Rosedale Township,130
8,"Stauber, Pete",Ross Lake Township,163
8,"Stauber, Pete",Round Lake Township,232
8,"Stauber, Pete",Royalton Township,1034
8,"Stauber, Pete",Rush City City,3228
8,"Stauber, Pete",Rushseba Township,815
8,"Stauber, Pete",Rutledge City,212
8,"Stauber, Pete",Sago Township,178
8,"Stauber, Pete",Saint Francis City,0
8,"Stauber, Pete",Saint Mathias Township,606
8,"Stauber, Pete",Salem Township,115
8,"Stauber, Pete",Salo Township,85
8,"Stauber, Pete",Sand Lake Township,184
8,"Stauber, Pete",Sand Lake Unorganized,1130
8,"Stauber, Pete",Sandstone City,2462
8,"Stauber, Pete",Sandstone Township,805
8,"Stauber, Pete",Sandy Township,338
8,"Stauber, Pete",Savannah Township,178
8,"Stauber, Pete",Scandia City,3984
8,"Stauber, Pete",Scanlon City,987
8,"Stauber, Pete",Schoolcraft Township,136
8,"Stauber, Pete",Schroeder Township,179
8,"Stauber, Pete",Seavey Township,64
8,"Stauber, Pete",Shafer City,1142
8,"Stauber, Pete",Shafer Township,1131
8,"Stauber, Pete",Shamrock Township,1216
8,"Stauber, Pete",Shevlin City,137
8,"Stauber, Pete",Shevlin Township,473
8,"Stauber, Pete",Shingobee Township,1669
8,"Stauber, Pete",Shooks Township,187
8,"Stauber, Pete",Shotley Brook Unorganized,27
8,"Stauber, Pete",Shotley Township,32
8,"Stauber, Pete",Silver Bay City,1857
8,"Stauber, Pete",Silver Brook Township,1042
8,"Stauber, Pete",Silver Creek Township,1192
8,"Stauber, Pete",Silver Township,448
8,"Stauber, Pete",Sinclair Township,142
8,"Stauber, Pete",Skelton Township,413
8,"Stauber, Pete",Slater Township,201
8,"Stauber, Pete",Smoky Hollow Township,55
8,"Stauber, Pete",Solway City,73
8,"Stauber, Pete",Solway Township,2016
8,"Stauber, Pete",South Clearwater Unorganized,8
8,"Stauber, Pete",South Fork Township,768
8,"Stauber, Pete",South Harbor Township,836
8,"Stauber, Pete",South Koochiching Unorganized,64
8,"Stauber, Pete",Spalding Township,320
8,"Stauber, Pete",Spang Township,250
8,"Stauber, Pete",Spencer Brook Township,1670
8,"Stauber, Pete",Spencer Township,522
8,"Stauber, Pete",Splithand Township,227
8,"Stauber, Pete",Split Rock Township,161
8,"Stauber, Pete",Spring Creek Township,103
8,"Stauber, Pete",Springvale Township,1560
8,"Stauber, Pete",Spruce Grove Township,48
8,"Stauber, Pete",Squaw Lake City,98
8,"Stauber, Pete",Stacy City,1703
8,"Stauber, Pete",Stanchfield Township,1156
8,"Stauber, Pete",Stanford Township,2299
8,"Stauber, Pete",Steamboat River Township,140
8,"Stauber, Pete",Steenerson Township,24
8,"Stauber, Pete",Stillwater Township,1696
8,"Stauber, Pete",Stokes Township,207
8,"Stauber, Pete",Stoney Brook Township,323
8,"Stauber, Pete",Stony River Township,172
8,"Stauber, Pete",Sturgeon Lake City,436
8,"Stauber, Pete",Sturgeon Lake Township,534
8,"Stauber, Pete",Sturgeon Township,144
8,"Stauber, Pete",Sugar Bush Township,537
8,"Stauber, Pete",Sugar Bush Township,232
8,"Stauber, Pete",Summit Township,267
8,"Stauber, Pete",Sunrise Township,2107
8,"Stauber, Pete",Sylvan Township,2889
8,"Stauber, Pete",Taconite City,651
8,"Stauber, Pete",Tamarack City,62
8,"Stauber, Pete",Taylors Falls City,1055
8,"Stauber, Pete",Taylor Township,113
8,"Stauber, Pete",Ten Lake Township,1030
8,"Stauber, Pete",Tenstrike City,186
8,"Stauber, Pete",Third River Township,50
8,"Stauber, Pete",Thomson Township,5465
8,"Stauber, Pete",Thorpe Township,39
8,"Stauber, Pete",Thunder Lake Township,225
8,"Stauber, Pete",Timothy Township,169
8,"Stauber, Pete",Tofte Township,269
8,"Stauber, Pete",Toivola Township,179
8,"Stauber, Pete",Torrey Township,164
8,"Stauber, Pete",Tower City,430
8,"Stauber, Pete",Trelipe Township,183
8,"Stauber, Pete",Trommald City,99
8,"Stauber, Pete",Trout Lake Township,1056
8,"Stauber, Pete",Turner Township,137
8,"Stauber, Pete",Turtle Lake Township,1299
8,"Stauber, Pete",Turtle Lake Township,821
8,"Stauber, Pete",Turtle River City,88
8,"Stauber, Pete",Turtle River Township,1226
8,"Stauber, Pete",Twin Lakes Township,2093
8,"Stauber, Pete",Twin Lakes Township,727
8,"Stauber, Pete",Two Harbors City,3633
8,"Stauber, Pete",Two Inlets Township,208
8,"Stauber, Pete",Unorganized 14925 Unorganized,62
8,"Stauber, Pete",Upper Red Lake Unorganized,6
8,"Stauber, Pete",Van Buren Township,164
8,"Stauber, Pete",Verdon Township,40
8,"Stauber, Pete",Vermilion Lake Township,265
8,"Stauber, Pete",Virginia City,8421
8,"Stauber, Pete",Waasa Township,225
8,"Stauber, Pete",Wabana Township,503
8,"Stauber, Pete",Wabedo Township,423
8,"Stauber, Pete",Wagner Township,335
8,"Stauber, Pete",Wahkon City,235
8,"Stauber, Pete",Wahnena Unorganized,169
8,"Stauber, Pete",Walden Township,539
8,"Stauber, Pete",Walker City,958
8,"Stauber, Pete",Warba City,168
8,"Stauber, Pete",Waskish Township,95
8,"Stauber, Pete",Waubun City,409
8,"Stauber, Pete",Waukenabo Township,312
8,"Stauber, Pete",Wawina Township,85
8,"Stauber, Pete",Wealthwood Township,251
8,"Stauber, Pete",West Cook Unorganized,2019
8,"Stauber, Pete",West Crow Wing Unorganized,5649
8,"Stauber, Pete",Whited Township,897
8,"Stauber, Pete",White Earth Township,769
8,"Stauber, Pete",Whiteface Reservoir Unorganized,502
8,"Stauber, Pete",White Pine Township,38
8,"Stauber, Pete",White Township,1390
8,"Stauber, Pete",Wildwood Township,179
8,"Stauber, Pete",Wilkinson Township,574
8,"Stauber, Pete",Williams City,157
8,"Stauber, Pete",Williams Township,120
8,"Stauber, Pete",Willow River City,384
8,"Stauber, Pete",Willow Valley Township,112
8,"Stauber, Pete",Wilma Township,68
8,"Stauber, Pete",Wilson Township,667
8,"Stauber, Pete",Wilton City,263
8,"Stauber, Pete",Windemere Township,1620
8,"Stauber, Pete",Winsor Township,120
8,"Stauber, Pete",Winton City,169
8,"Stauber, Pete",Wirt Township,94
8,"Stauber, Pete",Wolford Township,348
8,"Stauber, Pete",Woodrow Township,83
8,"Stauber, Pete",Woodrow Township,710
8,"Stauber, Pete",Workman Township,212
8,"Stauber, Pete",Wrenshall Township,443
8,"Stauber, Pete",Wright City,168
8,"Stauber, Pete",Wuori Township,569
8,"Stauber, Pete",Wyanett Township,1755
8,"Stauber, Pete",Wyoming City,8032
8,"Stauber, Pete",Zemple City,78
