district,name,mcd,pop
7,"Fischbach, Michelle",Pelican Lake Township,488
7,"Fischbach, Michelle",Pelican Rapids City,2577
7,"Fischbach, Michelle",Pelican Township,574
7,"Fischbach, Michelle",Pennock City,479
7,"Fischbach, Michelle",Penn Township,322
7,"Fischbach, Michelle",Pepperton Township,109
7,"Fischbach, Michelle",Percy Township,38
7,"Fischbach, Michelle",Perham City,3512
7,"Fischbach, Michelle",Perham Township,977
7,"Fischbach, Michelle",Perley City,113
7,"Fischbach, Michelle",Perry Township,90
7,"Fischbach, Michelle",Pierz City,1418
7,"Fischbach, Michelle",Pierz Township,595
7,"Fischbach, Michelle",Pike Creek Township,958
7,"Fischbach, Michelle",Pillsbury Township,287
7,"Fischbach, Michelle",Pine Lake Township,773
7,"Fischbach, Michelle",Pipestone City,4215
7,"Fischbach, Michelle",Plato City,329
7,"Fischbach, Michelle",Platte Township,354
7,"Fischbach, Michelle",Pleasant View Township,111
7,"Fischbach, Michelle",Plummer City,276
7,"Fischbach, Michelle",Pohlitz Township,37
7,"Fischbach, Michelle",Polk Centre Township,66
7,"Fischbach, Michelle",Polonia Township,26
7,"Fischbach, Michelle",Pomme de Terre Township,143
7,"Fischbach, Michelle",Poplar Grove Township,81
7,"Fischbach, Michelle",Poplar River Township,115
7,"Fischbach, Michelle",Poppleton Township,133
7,"Fischbach, Michelle",Porter City,166
7,"Fischbach, Michelle",Posen Township,220
7,"Fischbach, Michelle",Prairie View Township,228
7,"Fischbach, Michelle",Prairieville Township,96
7,"Fischbach, Michelle",Preston Lake Township,246
7,"Fischbach, Michelle",Prinsburg City,520
7,"Fischbach, Michelle",Prior Township,276
7,"Fischbach, Michelle",Providence Township,156
7,"Fischbach, Michelle",Pulaski Township,311
7,"Fischbach, Michelle",Queen Township,219
7,"Fischbach, Michelle",Randall City,607
7,"Fischbach, Michelle",Raymond City,0
7,"Fischbach, Michelle",Raymond City,782
7,"Fischbach, Michelle",Raymond Township,230
7,"Fischbach, Michelle",Red Eye Township,506
7,"Fischbach, Michelle",Red Lake Falls City,1339
7,"Fischbach, Michelle",Red Lake Falls Township,192
7,"Fischbach, Michelle",Redpath Township,32
7,"Fischbach, Michelle",Redwood Falls City,5102
7,"Fischbach, Michelle",Redwood Falls Township,178
7,"Fischbach, Michelle",Regal City,38
7,"Fischbach, Michelle",Reiner Township,92
7,"Fischbach, Michelle",Reine Township,94
7,"Fischbach, Michelle",Reis Township,82
7,"Fischbach, Michelle",Rendsville Township,120
7,"Fischbach, Michelle",Reno Township,431
7,"Fischbach, Michelle",Renville City,1301
7,"Fischbach, Michelle",Revere City,89
7,"Fischbach, Michelle",Reynolds Township,735
7,"Fischbach, Michelle",Rheiderland Township,314
7,"Fischbach, Michelle",Rhinehart Township,139
7,"Fischbach, Michelle",Richardson Township,508
7,"Fischbach, Michelle",Richardville Township,107
7,"Fischbach, Michelle",Richmond City,1479
7,"Fischbach, Michelle",Rich Valley Township,681
7,"Fischbach, Michelle",Richville City,77
7,"Fischbach, Michelle",Richwood Township,651
7,"Fischbach, Michelle",Ripley Township,740
7,"Fischbach, Michelle",River Falls Township,191
7,"Fischbach, Michelle",Riverside Township,283
7,"Fischbach, Michelle",Riverton Township,435
7,"Fischbach, Michelle",River Township,62
7,"Fischbach, Michelle",Roberts Township,100
7,"Fischbach, Michelle",Rock Lake Township,272
7,"Fischbach, Michelle",Rocksbury Township,1102
7,"Fischbach, Michelle",Rock Township,164
7,"Fischbach, Michelle",Rockwell Township,53
7,"Fischbach, Michelle",Rockwood Township,386
7,"Fischbach, Michelle",Rolling Forks Township,118
7,"Fischbach, Michelle",Rollis Township,102
7,"Fischbach, Michelle",Roome Township,167
7,"Fischbach, Michelle",Roosevelt City,152
7,"Fischbach, Michelle",Roscoe City,130
7,"Fischbach, Michelle",Roseau City,2744
7,"Fischbach, Michelle",Rosebud Township,310
7,"Fischbach, Michelle",Rose Hill Township,129
7,"Fischbach, Michelle",Roseland Township,353
7,"Fischbach, Michelle",Roseville Township,98
7,"Fischbach, Michelle",Roseville Township,642
7,"Fischbach, Michelle",Rosewood Township,328
7,"Fischbach, Michelle",Rosing Township,219
7,"Fischbach, Michelle",Ross Township,403
7,"Fischbach, Michelle",Rothsay City,197
7,"Fischbach, Michelle",Rothsay City,301
7,"Fischbach, Michelle",Round Grove Township,236
7,"Fischbach, Michelle",Round Prairie Township,714
7,"Fischbach, Michelle",Royalton City,1277
7,"Fischbach, Michelle",Royal Township,147
7,"Fischbach, Michelle",Runeberg Township,639
7,"Fischbach, Michelle",Rush Lake Township,1035
7,"Fischbach, Michelle",Russell City,348
7,"Fischbach, Michelle",Russia Township,29
7,"Fischbach, Michelle",Ruthton City,226
7,"Fischbach, Michelle",Sabin City,619
7,"Fischbach, Michelle",Sacred Heart City,510
7,"Fischbach, Michelle",Sacred Heart Township,243
7,"Fischbach, Michelle",Saint Anthony City,91
7,"Fischbach, Michelle",Saint Hilaire City,273
7,"Fischbach, Michelle",Saint Johns Township,418
7,"Fischbach, Michelle",Saint Joseph Township,32
7,"Fischbach, Michelle",Saint Leo City,93
7,"Fischbach, Michelle",Saint Martin City,312
7,"Fischbach, Michelle",Saint Martin Township,438
7,"Fischbach, Michelle",Saint Olaf Township,395
7,"Fischbach, Michelle",Saint Rosa City,58
7,"Fischbach, Michelle",Saint Stephen City,797
7,"Fischbach, Michelle",Saint Vincent City,57
7,"Fischbach, Michelle",Saint Vincent Township,43
7,"Fischbach, Michelle",Saint Wendel Township,976
7,"Fischbach, Michelle",Sanborn City,323
7,"Fischbach, Michelle",Sanders Township,298
7,"Fischbach, Michelle",Sandnes Township,198
7,"Fischbach, Michelle",Sandsville Township,47
7,"Fischbach, Michelle",Sanford Township,209
7,"Fischbach, Michelle",Sauk Centre City,4555
7,"Fischbach, Michelle",Sauk Centre Township,1180
7,"Fischbach, Michelle",Scambler Township,568
7,"Fischbach, Michelle",Scandia Township,64
7,"Fischbach, Michelle",Scandia Valley Township,1315
7,"Fischbach, Michelle",Scott Township,117
7,"Fischbach, Michelle",Seaforth City,82
7,"Fischbach, Michelle",Sebeka City,741
7,"Fischbach, Michelle",Sedan City,43
7,"Fischbach, Michelle",Selma Township,170
7,"Fischbach, Michelle",Severance Township,219
7,"Fischbach, Michelle",Shaokatan Township,209
7,"Fischbach, Michelle",Shelburne Township,189
7,"Fischbach, Michelle",Shell Lake Township,288
7,"Fischbach, Michelle",Shell River Township,287
7,"Fischbach, Michelle",Shelly City,154
7,"Fischbach, Michelle",Shelly Township,113
7,"Fischbach, Michelle",Sheridan Township,187
7,"Fischbach, Michelle",Sherman Township,350
7,"Fischbach, Michelle",Shetek Township,310
7,"Fischbach, Michelle",Shible Township,101
7,"Fischbach, Michelle",Sibley Township,238
7,"Fischbach, Michelle",Silver Lake City,866
7,"Fischbach, Michelle",Silver Leaf Township,512
7,"Fischbach, Michelle",Silverton Township,187
7,"Fischbach, Michelle",Sinnott Township,26
7,"Fischbach, Michelle",Sioux Agency Township,240
7,"Fischbach, Michelle",Six Mile Grove Township,152
7,"Fischbach, Michelle",Skagen Township,202
7,"Fischbach, Michelle",Skandia Township,120
7,"Fischbach, Michelle",Skane Township,45
7,"Fischbach, Michelle",Skree Township,177
7,"Fischbach, Michelle",Slayton City,2013
7,"Fischbach, Michelle",Slayton Township,268
7,"Fischbach, Michelle",Sletten Township,200
7,"Fischbach, Michelle",Smiley Township,620
7,"Fischbach, Michelle",Sobieski City,210
7,"Fischbach, Michelle",Sodus Township,262
7,"Fischbach, Michelle",Solem Township,232
7,"Fischbach, Michelle",Soler Township,87
7,"Fischbach, Michelle",Southbrook Township,74
7,"Fischbach, Michelle",Southeast Roseau Unorganized,215
7,"Fischbach, Michelle",South Red River Township,20
7,"Fischbach, Michelle",Sparta Township,741
7,"Fischbach, Michelle",Spicer City,1112
7,"Fischbach, Michelle",Spring Brook Township,49
7,"Fischbach, Michelle",Spring Creek Township,67
7,"Fischbach, Michelle",Springdale Township,191
7,"Fischbach, Michelle",Springfield City,2027
7,"Fischbach, Michelle",Springfield Township,118
7,"Fischbach, Michelle",Spring Hill City,68
7,"Fischbach, Michelle",Spring Hill Township,337
7,"Fischbach, Michelle",Spring Prairie Township,506
7,"Fischbach, Michelle",Spruce Grove Township,406
7,"Fischbach, Michelle",Spruce Hill Township,462
7,"Fischbach, Michelle",Spruce Township,582
7,"Fischbach, Michelle",Spruce Valley Township,239
7,"Fischbach, Michelle",Stafford Township,269
7,"Fischbach, Michelle",Stanley Township,194
7,"Fischbach, Michelle",Staples City,2121
7,"Fischbach, Michelle",Staples City,868
7,"Fischbach, Michelle",Staples Township,597
7,"Fischbach, Michelle",Starbuck City,1370
7,"Fischbach, Michelle",Star Lake Township,446
7,"Fischbach, Michelle",Star Township,101
7,"Fischbach, Michelle",Stately Township,174
7,"Fischbach, Michelle",Stephen City,592
7,"Fischbach, Michelle",Stevens Township,67
7,"Fischbach, Michelle",Stewart City,489
7,"Fischbach, Michelle",Stokes Township,219
7,"Fischbach, Michelle",Stoneham Township,241
7,"Fischbach, Michelle",Stony Brook Township,132
7,"Fischbach, Michelle",Stony Run Township,408
7,"Fischbach, Michelle",Storden City,225
7,"Fischbach, Michelle",Storden Township,165
7,"Fischbach, Michelle",Stowe Prairie Township,488
7,"Fischbach, Michelle",Straight River Township,788
7,"Fischbach, Michelle",Strandquist City,70
7,"Fischbach, Michelle",Strand Township,80
7,"Fischbach, Michelle",Strathcona City,25
7,"Fischbach, Michelle",Sullivan Township,164
7,"Fischbach, Michelle",Sumter Township,486
7,"Fischbach, Michelle",Sunburg City,94
7,"Fischbach, Michelle",Sundal Township,152
7,"Fischbach, Michelle",Sundown Township,172
7,"Fischbach, Michelle",Sunnyside Township,135
7,"Fischbach, Michelle",Svea Township,35
7,"Fischbach, Michelle",Sverdrup Township,646
7,"Fischbach, Michelle",Swan Lake Township,189
7,"Fischbach, Michelle",Swan River Township,723
7,"Fischbach, Michelle",Swanville City,321
7,"Fischbach, Michelle",Swanville City,5
7,"Fischbach, Michelle",Swanville Township,510
7,"Fischbach, Michelle",Swede Grove Township,361
7,"Fischbach, Michelle",Swede Prairie Township,132
7,"Fischbach, Michelle",Swedes Forest Township,103
7,"Fischbach, Michelle",Sweet Township,305
7,"Fischbach, Michelle",Swenoda Township,104
7,"Fischbach, Michelle",Synnes Township,136
7,"Fischbach, Michelle",Tabor Township,115
7,"Fischbach, Michelle",Tamarac Township,72
7,"Fischbach, Michelle",Tanberg Township,71
7,"Fischbach, Michelle",Tansem Township,269
7,"Fischbach, Michelle",Tara Township,86
7,"Fischbach, Michelle",Tara Township,72
7,"Fischbach, Michelle",Taunton City,136
7,"Fischbach, Michelle",Taylor Township,84
7,"Fischbach, Michelle",Tegner Township,38
7,"Fischbach, Michelle",Teien Township,69
7,"Fischbach, Michelle",Ten Mile Lake Township,147
7,"Fischbach, Michelle",Terrebonne Township,145
7,"Fischbach, Michelle",Thief Lake Township,30
7,"Fischbach, Michelle",Thief River Falls City,8749
7,"Fischbach, Michelle",Thomastown Township,824
7,"Fischbach, Michelle",Thompson Township,137
7,"Fischbach, Michelle",Three Lakes Township,203
7,"Fischbach, Michelle",Tintah City,67
7,"Fischbach, Michelle",Tintah Township,33
7,"Fischbach, Michelle",Toad Lake Township,496
7,"Fischbach, Michelle",Todd Township,1464
7,"Fischbach, Michelle",Toqua Township,43
7,"Fischbach, Michelle",Tordenskjold Township,527
7,"Fischbach, Michelle",Torning Township,409
7,"Fischbach, Michelle",Tracy City,2076
7,"Fischbach, Michelle",Trail City,40
7,"Fischbach, Michelle",Transit Township,250
7,"Fischbach, Michelle",Trondhjem Township,177
7,"Fischbach, Michelle",Trosky City,98
7,"Fischbach, Michelle",Troy Township,245
7,"Fischbach, Michelle",Troy Township,256
7,"Fischbach, Michelle",Tumuli Township,407
7,"Fischbach, Michelle",Tunsberg Township,196
7,"Fischbach, Michelle",Turtle Creek Township,270
7,"Fischbach, Michelle",Twin Valley City,721
7,"Fischbach, Michelle",Two Rivers Township,780
7,"Fischbach, Michelle",Tyler City,1138
7,"Fischbach, Michelle",Tynsid Township,77
7,"Fischbach, Michelle",Tyro Township,147
7,"Fischbach, Michelle",Ulen City,476
7,"Fischbach, Michelle",Ulen Township,173
7,"Fischbach, Michelle",Underwood City,356
7,"Fischbach, Michelle",Underwood Township,161
7,"Fischbach, Michelle",Union Grove Township,681
7,"Fischbach, Michelle",Upsala City,487
7,"Fischbach, Michelle",Urbank City,52
7,"Fischbach, Michelle",Urness Township,277
7,"Fischbach, Michelle",Vail Township,218
7,"Fischbach, Michelle",Vallers Township,218
7,"Fischbach, Michelle",Valley Township,135
7,"Fischbach, Michelle",Vega Township,135
7,"Fischbach, Michelle",Veldt Township,45
7,"Fischbach, Michelle",Verdi Township,175
7,"Fischbach, Michelle",Vergas City,348
7,"Fischbach, Michelle",Verndale City,511
7,"Fischbach, Michelle",Vesta City,268
7,"Fischbach, Michelle",Vesta Township,187
7,"Fischbach, Michelle",Viding Township,98
7,"Fischbach, Michelle",Viking City,79
7,"Fischbach, Michelle",Viking Township,175
7,"Fischbach, Michelle",Villard City,225
7,"Fischbach, Michelle",Villard Township,667
7,"Fischbach, Michelle",Vineland Township,87
7,"Fischbach, Michelle",Vining City,62
7,"Fischbach, Michelle",Wabasso City,739
7,"Fischbach, Michelle",Wadena City,107
7,"Fischbach, Michelle",Wadena City,4218
7,"Fischbach, Michelle",Wadena Township,907
7,"Fischbach, Michelle",Wakefield Township,2745
7,"Fischbach, Michelle",Walden Township,185
7,"Fischbach, Michelle",Walls Township,42
7,"Fischbach, Michelle",Walnut Grove City,751
7,"Fischbach, Michelle",Walter Township,133
7,"Fischbach, Michelle",Walworth Township,101
7,"Fischbach, Michelle",Wanda City,72
7,"Fischbach, Michelle",Wanger Township,73
7,"Fischbach, Michelle",Wang Township,246
7,"Fischbach, Michelle",Ward Township,474
7,"Fischbach, Michelle",Warren City,1528
7,"Fischbach, Michelle",Warrenton Township,101
7,"Fischbach, Michelle",Warroad City,1830
7,"Fischbach, Michelle",Washington Lake Township,454
7,"Fischbach, Michelle",Waterbury Township,171
7,"Fischbach, Michelle",Watkins City,991
7,"Fischbach, Michelle",Watson City,177
7,"Fischbach, Michelle",Waukon Township,91
7,"Fischbach, Michelle",Wellington Township,154
7,"Fischbach, Michelle",Wendell City,166
7,"Fischbach, Michelle",Wergeland Township,158
7,"Fischbach, Michelle",West Bank Township,138
7,"Fischbach, Michelle",Westbrook City,758
7,"Fischbach, Michelle",Westbrook Township,198
7,"Fischbach, Michelle",Westerheim Township,226
7,"Fischbach, Michelle",Western Township,117
7,"Fischbach, Michelle",Westline Township,153
7,"Fischbach, Michelle",Westport City,44
7,"Fischbach, Michelle",Westport Township,237
7,"Fischbach, Michelle",West Union City,92
7,"Fischbach, Michelle",West Union Township,264
7,"Fischbach, Michelle",West Valley Township,158
7,"Fischbach, Michelle",Wheaton City,1460
7,"Fischbach, Michelle",White Bear Lake Township,464
7,"Fischbach, Michelle",Whitefield Township,512
7,"Fischbach, Michelle",Whiteford Township,41
7,"Fischbach, Michelle",White Oak Township,486
7,"Fischbach, Michelle",Wild Rice Township,275
7,"Fischbach, Michelle",Willmar City,21015
7,"Fischbach, Michelle",Willmar Township,478
7,"Fischbach, Michelle",Willow Lake Township,208
7,"Fischbach, Michelle",Winchester Township,38
7,"Fischbach, Michelle",Windom City,4798
7,"Fischbach, Michelle",Windsor Township,72
7,"Fischbach, Michelle",Winfield Township,230
7,"Fischbach, Michelle",Winger City,174
7,"Fischbach, Michelle",Winger Township,195
7,"Fischbach, Michelle",Wing River Township,422
7,"Fischbach, Michelle",Winsted City,2240
7,"Fischbach, Michelle",Winsted Township,936
7,"Fischbach, Michelle",Winthrop City,1332
7,"Fischbach, Michelle",Wolf Lake City,69
7,"Fischbach, Michelle",Wolf Lake Township,274
7,"Fischbach, Michelle",Wolverton City,128
7,"Fischbach, Michelle",Wolverton Township,96
7,"Fischbach, Michelle",Wood Lake City,381
7,"Fischbach, Michelle",Wood Lake Township,214
7,"Fischbach, Michelle",Woodside Township,252
7,"Fischbach, Michelle",Woodside Township,512
7,"Fischbach, Michelle",Woodstock City,110
7,"Fischbach, Michelle",Woods Township,205
7,"Fischbach, Michelle",Wright Township,93
7,"Fischbach, Michelle",Wyandotte Township,92
7,"Fischbach, Michelle",Wykeham Township,405
7,"Fischbach, Michelle",Wylie Township,58
7,"Fischbach, Michelle",Yellow Bank Township,140
7,"Fischbach, Michelle",Zion Township,303
8,"Stauber, Pete",Aitkin City,2168
8,"Stauber, Pete",Aitkin Township,910
8,"Stauber, Pete",Akeley Township,307
8,"Stauber, Pete",Alango Township,272
8,"Stauber, Pete",Alaska Township,195
8,"Stauber, Pete",Alborn Township,425
8,"Stauber, Pete",Alden Township,196
8,"Stauber, Pete",Alvwood Township,48
8,"Stauber, Pete",Amador Township,842
8,"Stauber, Pete",Angora Township,223
8,"Stauber, Pete",Ann Lake Township,406
8,"Stauber, Pete",Ansel Township,76
8,"Stauber, Pete",Arago Township,606
8,"Stauber, Pete",Arbo Township,862
8,"Stauber, Pete",Ardenhurst Township,147
8,"Stauber, Pete",Arlone Township,342
8,"Stauber, Pete",Arna Township,86
8,"Stauber, Pete",Arrowhead Township,298
8,"Stauber, Pete",Arthur Township,1771
8,"Stauber, Pete",Askov City,331
8,"Stauber, Pete",Athens Township,2112
8,"Stauber, Pete",Atkinson Township,400
8,"Stauber, Pete",Ault Township,128
8,"Stauber, Pete",Aurora City,1678
8,"Stauber, Pete",Automba Township,150
8,"Stauber, Pete",Babbitt City,1397
8,"Stauber, Pete",Backus City,263
8,"Stauber, Pete",Bagley City,1285
8,"Stauber, Pete",Balkan Township,808
8,"Stauber, Pete",Ball Bluff Township,272
8,"Stauber, Pete",Balsam Township,32
8,"Stauber, Pete",Balsam Township,550
8,"Stauber, Pete",Barclay Township,525
8,"Stauber, Pete",Barnum City,620
8,"Stauber, Pete",Barnum Township,1080
8,"Stauber, Pete",Barry Township,550
8,"Stauber, Pete",Bassett Township,36
8,"Stauber, Pete",Battle Township,43
8,"Stauber, Pete",Baudette City,966
8,"Stauber, Pete",Baxter City,8612
8,"Stauber, Pete",Bay Lake Township,921
8,"Stauber, Pete",Bear Creek Township,112
8,"Stauber, Pete",Bearville Township,202
8,"Stauber, Pete",Beatty Township,418
8,"Stauber, Pete",Beaulieu Township,124
8,"Stauber, Pete",Beaver Bay City,120
8,"Stauber, Pete",Beaver Bay Township,517
8,"Stauber, Pete",Beaver Township,62
8,"Stauber, Pete",Becker Township,484
8,"Stauber, Pete",Bejou City,84
8,"Stauber, Pete",Bejou Township,80
8,"Stauber, Pete",Beltrami Forest Unorganized,85
8,"Stauber, Pete",Bemidji City,15379
8,"Stauber, Pete",Bemidji Township,2865
8,"Stauber, Pete",Bena City,143
8,"Stauber, Pete",Benville Township,98
8,"Stauber, Pete",Beseman Township,138
8,"Stauber, Pete",Beulah Township,72
8,"Stauber, Pete",Big Falls City,175
8,"Stauber, Pete",Bigfork City,400
8,"Stauber, Pete",Bigfork Township,315
8,"Stauber, Pete",Birch Creek Township,228
8,"Stauber, Pete",Birch Lake Township,576
8,"Stauber, Pete",Birch Lake Unorganized,481
8,"Stauber, Pete",Birch Township,103
8,"Stauber, Pete",Biwabik City,961
8,"Stauber, Pete",Biwabik Township,901
8,"Stauber, Pete",Blackberry Township,827
8,"Stauber, Pete",Blackduck City,841
8,"Stauber, Pete",Blackhoof Township,985
8,"Stauber, Pete",Blind Lake Township,98
8,"Stauber, Pete",Bock City,78
8,"Stauber, Pete",Bogus Brook Township,1470
8,"Stauber, Pete",Borgholm Township,1831
8,"Stauber, Pete",Bovey City,829
8,"Stauber, Pete",Bowstring Lake Unorganized,1178
8,"Stauber, Pete",Bowstring Township,212
8,"Stauber, Pete",Boy Lake Township,210
8,"Stauber, Pete",Boy River City,26
8,"Stauber, Pete",Boy River Township,56
8,"Stauber, Pete",Bradbury Township,208
8,"Stauber, Pete",Bradford Township,3427
8,"Stauber, Pete",Braham City,1781
8,"Stauber, Pete",Braham City,0
8,"Stauber, Pete",Brainerd City,14444
8,"Stauber, Pete",Breezy Point City,2574
8,"Stauber, Pete",Breitung Township,530
8,"Stauber, Pete",Bremen Township,221
8,"Stauber, Pete",Brevator Township,1214
8,"Stauber, Pete",Brook Lake Unorganized,251
8,"Stauber, Pete",Brook Park City,132
8,"Stauber, Pete",Brook Park Township,475
8,"Stauber, Pete",Brookston City,118
8,"Stauber, Pete",Bruno City,85
8,"Stauber, Pete",Bruno Township,176
8,"Stauber, Pete",Brunswick Township,1320
8,"Stauber, Pete",Buhl City,952
8,"Stauber, Pete",Bull Moose Township,145
8,"Stauber, Pete",Bungo Township,159
8,"Stauber, Pete",Buzzle Township,306
8,"Stauber, Pete",Byron Township,151
8,"Stauber, Pete",Callaway City,178
8,"Stauber, Pete",Callaway Township,304
8,"Stauber, Pete",Calumet City,334
8,"Stauber, Pete",Cambridge City,9630
8,"Stauber, Pete",Cambridge Township,2495
8,"Stauber, Pete",Camp 5 Township,22
8,"Stauber, Pete",Canosia Township,2206
8,"Stauber, Pete",Carlton City,948
8,"Stauber, Pete",Carpenter Township,154
8,"Stauber, Pete",Cass Lake City,675
8,"Stauber, Pete",Cedar Valley Township,187
8,"Stauber, Pete",Center City City,629
8,"Stauber, Pete",Center Township,990
8,"Stauber, Pete",Central Koochiching Unorganized,655
8,"Stauber, Pete",Chengwatana Township,917
8,"Stauber, Pete",Cherry Township,839
8,"Stauber, Pete",Chickamaw Beach City,128
8,"Stauber, Pete",Chief Township,176
8,"Stauber, Pete",Chisago City City,5564
8,"Stauber, Pete",Chisago Lake Township,4812
8,"Stauber, Pete",Chisholm City,4775
8,"Stauber, Pete",Clark Township,116
8,"Stauber, Pete",Clay Township,76
8,"Stauber, Pete",Clearbrook City,464
8,"Stauber, Pete",Clear Creek Unorganized,140
8,"Stauber, Pete",Clinton Township,977
8,"Stauber, Pete",Cloquet City,12568
8,"Stauber, Pete",Clover Township,88
8,"Stauber, Pete",Clover Township,125
8,"Stauber, Pete",Clover Township,142
8,"Stauber, Pete",Clover Township,366
8,"Stauber, Pete",Cohasset City,2689
8,"Stauber, Pete",Coleraine City,2006
8,"Stauber, Pete",Colvin Township,289
8,"Stauber, Pete",Comfort Township,1207
8,"Stauber, Pete",Cook City,534
8,"Stauber, Pete",Copley Township,867
8,"Stauber, Pete",Cormant Township,202
8,"Stauber, Pete",Cornish Township,45
8,"Stauber, Pete",Cotton Township,460
8,"Stauber, Pete",Crane Lake Township,98
8,"Stauber, Pete",Cromwell City,240
8,"Stauber, Pete",Crooked Lake Township,504
8,"Stauber, Pete",Crosby City,2360
8,"Stauber, Pete",Crosby Township,85
8,"Stauber, Pete",Crosslake City,2394
8,"Stauber, Pete",Crow Wing Township,2149
8,"Stauber, Pete",Crystal Bay Township,435
8,"Stauber, Pete",Culver Township,303
8,"Stauber, Pete",Cuyuna City,296
8,"Stauber, Pete",Daggett Brook Township,551
8,"Stauber, Pete",Dailey Township,216
8,"Stauber, Pete",Dalbo Township,781
8,"Stauber, Pete",Danforth Township,79
8,"Stauber, Pete",Davidson Unorganized,42
8,"Stauber, Pete",Dean Lake Unorganized,120
8,"Stauber, Pete",Deerfield Township,117
8,"Stauber, Pete",Deer Lake Unorganized,3664
8,"Stauber, Pete",Deer River City,909
8,"Stauber, Pete",Deer River Township,644
8,"Stauber, Pete",Deerwood City,526
8,"Stauber, Pete",Deerwood Township,1309
8,"Stauber, Pete",Dell Grove Township,752
8,"Stauber, Pete",Denham City,37
8,"Stauber, Pete",Dudley Township,413
8,"Stauber, Pete",Duluth City,86697
8,"Stauber, Pete",Duluth Township,2039
8,"Stauber, Pete",Durand Township,227
8,"Stauber, Pete",Eagles Nest Township,226
8,"Stauber, Pete",Eagle Township,531
8,"Stauber, Pete",Eagle View Township,186
8,"Stauber, Pete",East Cass Unorganized,70
8,"Stauber, Pete",East Cook Unorganized,664
8,"Stauber, Pete",East Gull Lake City,986
8,"Stauber, Pete",East Side Township,650
8,"Stauber, Pete",Eckles Township,2014
8,"Stauber, Pete",Eddy Township,303
8,"Stauber, Pete",Effie City,109
8,"Stauber, Pete",Ellsburg Township,188
8,"Stauber, Pete",Elmer Township,132
8,"Stauber, Pete",Ely City,3267
8,"Stauber, Pete",Embarrass Township,601
8,"Stauber, Pete",Emily City,843
8,"Stauber, Pete",Eveleth City,3493
8,"Stauber, Pete",Fairbanks Township,66
8,"Stauber, Pete",Fairfield Township,317
8,"Stauber, Pete",Fairview Township,889
8,"Stauber, Pete",Falk Township,277
8,"Stauber, Pete",Fall Lake Township,630
8,"Stauber, Pete",Farden Township,1145
8,"Stauber, Pete",Farm Island Township,995
8,"Stauber, Pete",Fayal Township,1809
8,"Stauber, Pete",Federal Dam City,123
8,"Stauber, Pete",Feeley Township,307
8,"Stauber, Pete",Fern Township,285
8,"Stauber, Pete",Field Township,351
8,"Stauber, Pete",Fifty Lakes City,443
8,"Stauber, Pete",Fine Lakes Township,114
8,"Stauber, Pete",Finlayson City,295
8,"Stauber, Pete",Finlayson Township,473
8,"Stauber, Pete",Fish Lake Township,2193
8,"Stauber, Pete",Fleming Township,329
8,"Stauber, Pete",Fleming Township,130
8,"Stauber, Pete",Floodwood City,517
8,"Stauber, Pete",Floodwood Township,247
8,"Stauber, Pete",Ford Township,179
8,"Stauber, Pete",Forest Lake City,20611
8,"Stauber, Pete",Foreston City,559
8,"Stauber, Pete",Forest Township,172
8,"Stauber, Pete",Fort Ripley City,84
8,"Stauber, Pete",Fort Ripley Township,1009
8,"Stauber, Pete",Franconia Township,1713
8,"Stauber, Pete",Fredenberg Township,1431
8,"Stauber, Pete",French Township,552
8,"Stauber, Pete",Frohn Township,1530
8,"Stauber, Pete",Funkley City,18
8,"Stauber, Pete",Gail Lake Township,97
8,"Stauber, Pete",Garrison City,194
8,"Stauber, Pete",Garrison Township,837
8,"Stauber, Pete",Gheen Unorganized,23
8,"Stauber, Pete",Gilbert City,1687
8,"Stauber, Pete",Glen Township,432
8,"Stauber, Pete",Gnesen Township,1931
8,"Stauber, Pete",Gonvick City,263
8,"Stauber, Pete",Good Hope Township,137
8,"Stauber, Pete",Goodland Township,473
8,"Stauber, Pete",Gould Township,232
8,"Stauber, Pete",Grand Lake Township,2720
8,"Stauber, Pete",Grand Marais City,1337
8,"Stauber, Pete",Grand Portage Unorganized,595
8,"Stauber, Pete",Grand Rapids City,11126
8,"Stauber, Pete",Grant Valley Township,2431
8,"Stauber, Pete",Grass Lake Township,965
8,"Stauber, Pete",Grasston City,154
8,"Stauber, Pete",Grattan Township,44
8,"Stauber, Pete",Great Scott Township,426
8,"Stauber, Pete",Greenbush Township,1299
8,"Stauber, Pete",Greenway Township,844
8,"Stauber, Pete",Greenwood Township,78
8,"Stauber, Pete",Greenwood Township,1041
8,"Stauber, Pete",Gregory Township,75
8,"Stauber, Pete",Guthrie Township,603
8,"Stauber, Pete",Hackensack City,294
8,"Stauber, Pete",Hagali Township,360
8,"Stauber, Pete",Halden Township,110
8,"Stauber, Pete",Hamre Township,19
8,"Stauber, Pete",Hangaard Township,6
8,"Stauber, Pete",Harris City,1111
8,"Stauber, Pete",Harris Township,3276
8,"Stauber, Pete",Hart Lake Township,543
8,"Stauber, Pete",Haugen Township,153
8,"Stauber, Pete",Hay Brook Township,198
8,"Stauber, Pete",Hay Lake Unorganized,97
8,"Stauber, Pete",Hayland Township,522
8,"Stauber, Pete",Hazelton Township,792
8,"Stauber, Pete",Heier Township,151
8,"Stauber, Pete",Heikkala Lake Unorganized,1342
8,"Stauber, Pete",Helga Township,1648
8,"Stauber, Pete",Hendrickson Township,307
